,Text,Annotation,Show
1169,Mmm.,neutral,Parks and Recreation
1170,Yeah  so did Lance Armstrong,neutral,Parks and Recreation
1171,emailed to you in a PDF,neutral,Parks and Recreation
1172,and then  I find someone else,neutral,Parks and Recreation
1173,she is like a toddlerbouncing back from a nap.,neutral,Parks and Recreation
1174,Listen.,neutral,Parks and Recreation
1175,Congratulate us.,neutral,Parks and Recreation
1176,I've been spending the summerdoing a lot of zoo promotions.,neutral,Parks and Recreation
1177,who was almoston The Apprentice,neutral,Parks and Recreation
1178,I'll be taking the bus now and I'll be paying in cash.,neutral,Parks and Recreation
1179,This is important. You haveto tell me if I look good.,neutral,Parks and Recreation
1180,And  no offense  but everybody hereis terrible at love.,neutral,Parks and Recreation
1181,♪ I'll be waitin'...,neutral,Parks and Recreation
1182,ANN: This is the most funI have ever had with kids.,neutral,Parks and Recreation
1183,And I love you.,neutral,Parks and Recreation
1184,Why would youthink this was fun?,neutral,Parks and Recreation
1185,This application contains yourvery first impressions of me.,neutral,Parks and Recreation
1186, Any questions?,neutral,Parks and Recreation
1187,That guy made a water pipe,neutral,Parks and Recreation
1188,But it's too late,neutral,Parks and Recreation
1189,What?,neutral,Parks and Recreation
1190,the alleged sex toy.,neutral,Parks and Recreation
1191,Oh--oh  okay.,neutral,Parks and Recreation
1192,"The Terminator.He said  ""I'll be back ""and he was.",neutral,Parks and Recreation
1193,Cheerful.,neutral,Parks and Recreation
1194,- Hmm?,neutral,Parks and Recreation
1195,I am ranking topics of conversationfor our next phone call.,neutral,Parks and Recreation
1196,Well  yeah  it did.,neutral,Parks and Recreation
1197,And  um  I was hoping you guys,neutral,Parks and Recreation
1198,Yeah. Okay  but you're going tohave to eat something sexy  then.,sexist,Parks and Recreation
1199,to the time capsule it would probably be Twilight.,neutral,Parks and Recreation
1200,Mostly because,neutral,Parks and Recreation
1201,combined with the animalmagnetism of Lesley Stahl.,neutral,Parks and Recreation
1202,Excuse me  Senators.,neutral,Parks and Recreation
1203,No  I'm okay.,neutral,Parks and Recreation
1204,Uh  have you ever seenMonsters  Inc.?,neutral,Parks and Recreation
1205,glued to a horse.,neutral,Parks and Recreation
1206,Oh  my God.,neutral,Parks and Recreation
1207,No  guys.This is the one.,neutral,Parks and Recreation
1208,Time of boob death9:18 a.m.,sexist,Parks and Recreation
1209,800...,neutral,Parks and Recreation
1210,Mellie.,neutral,Parks and Recreation
1211,I'm very sad.Please stop talking.,neutral,Parks and Recreation
1212,I feel like I just did.,neutral,Parks and Recreation
1213,- No...,neutral,Parks and Recreation
1214,Oh  no!Pawnee has been hit with...,neutral,Parks and Recreation
1215,Normally  the pain howls through myloafers like a banshee on the moors.,neutral,Parks and Recreation
1216,We all fell in it  the pit,neutral,Parks and Recreation
1217,kinda need him close to me.,neutral,Parks and Recreation
1218,But that's not all we,neutral,Parks and Recreation
1219,I'm Jen Barkley.,neutral,Parks and Recreation
1220,You're right.,neutral,Parks and Recreation
1221,This is our entryfor the mural contest.,neutral,Parks and Recreation
1222,to a Pitbull concert.,neutral,Parks and Recreation
1223,I mean  I'm sure you remember the,neutral,Parks and Recreation
1224,I knew that wenchwasn't naturally blonde.,neutral,Parks and Recreation
1225,- We gotta go.- What?,neutral,Parks and Recreation
1226,I know about this issue.,neutral,Parks and Recreation
1227,- Very good!- Yes!,neutral,Parks and Recreation
1228,but I'm talking to someone important.,neutral,Parks and Recreation
1229,A penis.What?,neutral,Parks and Recreation
1230,My advice to you is,neutral,Parks and Recreation
1231,Son of a bitch.,sexist,Parks and Recreation
1232,I'm serious.,neutral,Parks and Recreation
1233,thinking about,neutral,Parks and Recreation
1234,Name tags make holes.I'm not wearing this.,neutral,Parks and Recreation
1235,April threw the smoked,neutral,Parks and Recreation
1236,Out soon from Focus Features.,neutral,Parks and Recreation
1237,Oh. That's great.And how is that going to help?,neutral,Parks and Recreation
1238,Proudly present...,neutral,Parks and Recreation
1239,Also I have eczema.,neutral,Parks and Recreation
1240,Oh  my God.,neutral,Parks and Recreation
1241,What with everything ending,neutral,Parks and Recreation
1242,Here you go  boss.,neutral,Parks and Recreation
1243,little tyrant,neutral,Parks and Recreation
1244,right now.,neutral,Parks and Recreation
1245,to an activity you're notinterested in,neutral,Parks and Recreation
1246,Let's dance.,neutral,Parks and Recreation
1247,projects are very vulnerable,neutral,Parks and Recreation
1248,Let's look at theonline polls.,neutral,Parks and Recreation
1249,Cindy Eckert had just turned,neutral,Parks and Recreation
1250,Sure. Hey  how's it goingwith you guys?,neutral,Parks and Recreation
1251,Okay.,neutral,Parks and Recreation
1252,- That's not very helpful.- No.,neutral,Parks and Recreation
1253,No!,neutral,Parks and Recreation
1254,Yes.,neutral,Parks and Recreation
1255,of Lou Gehrig's other disease.,neutral,Parks and Recreation
1256,So I'm gonna  I'm gonna I'm gonna get out of here. All right?,neutral,Parks and Recreation
1257,No!,neutral,Parks and Recreation
1258,I bought him some actual towels.,neutral,Parks and Recreation
1259,- This was a doll head factory?- No.,neutral,Parks and Recreation
1260,Can you read it  please?Where are my ladies at?,neutral,Parks and Recreation
1261,You make such good coffee.,neutral,Parks and Recreation
1262,Besides  our lives are sochaotic we can't run a campaign.,neutral,Parks and Recreation
1263,If you destroy him early,neutral,Parks and Recreation
1264,I think she's doinga little better than okay.,neutral,Parks and Recreation
1265,And both wordsare misspelled.,neutral,Parks and Recreation
1266,We still have the,neutral,Parks and Recreation
1267,Smooth like milk chocolate.,neutral,Parks and Recreation
1268,pearlies for girlies.It's unisex.,sexist,Parks and Recreation
1269,I just want to say,neutral,Parks and Recreation
1270,What's the dealwith that hot girl  April?,neutral,Parks and Recreation
1271,and today we are hereto talk about safe sex.,sexist,Parks and Recreation
1272,Wrist lock. Boom  too much pain you can't even hit me.,neutral,Parks and Recreation
1273,Take this resume,neutral,Parks and Recreation
1274,Ladies don't stand a chance.,neutral,Parks and Recreation
1275,Bye.,neutral,Parks and Recreation
1276,and make a killing.,neutral,Parks and Recreation
1277,It's very sweet.,neutral,Parks and Recreation
1278,Look  I have been very civil.,neutral,Parks and Recreation
1279,That's nota working fireplace  Andy.,neutral,Parks and Recreation
1280,Who do you think I am,neutral,Parks and Recreation
1281,Spike  G4  GSN  Fuse WOW  Boom  Zip  Kablam,neutral,Parks and Recreation
1282,Ayn Rand is a terrible writer.,neutral,Parks and Recreation
1283,LESLIE: We...,neutral,Parks and Recreation
1284,We'll just brainstorm and,neutral,Parks and Recreation
1285,Well  if that's true,neutral,Parks and Recreation
1286,to solve problemsin this town.,neutral,Parks and Recreation
1287,I got so many kidsfrom different women,neutral,Parks and Recreation
1288,Let's do this!,neutral,Parks and Recreation
1289,Hey. I got my computer.I'm all set.,neutral,Parks and Recreation
1290,Correct.That was a lie.,neutral,Parks and Recreation
1291,I made my decision I need to stick to it.,neutral,Parks and Recreation
1292,in the fiery cauldronof female friendship.,neutral,Parks and Recreation
1293,and I've already used some of itto make Thomas Jefferson sexier,sexist,Parks and Recreation
1294,Crap on a turd!,neutral,Parks and Recreation
1295,To great societies in Europe.,neutral,Parks and Recreation
1296,I've done it before.Don't test me.,neutral,Parks and Recreation
1297,Attention  please.,neutral,Parks and Recreation
1298,There were a lot of signs that Benand I should get married tonight.,neutral,Parks and Recreation
1299,Okay  all public photosof me recovered.,neutral,Parks and Recreation
1300,You broke my tooth.,neutral,Parks and Recreation
1301,is a practical jokeof some kind?,neutral,Parks and Recreation
1302,LESLIE: I have writtena full confession,neutral,Parks and Recreation
1303,I'm showing you a part of Rock and Roll history.,neutral,Parks and Recreation
1304,Thank you  Martin.,neutral,Parks and Recreation
1305,When you get all feisty likethat  it gets my heart racing.,neutral,Parks and Recreation
1306,Nothing fresh.Don't even try it.,neutral,Parks and Recreation
1307,But thank you,neutral,Parks and Recreation
1308,of what all this is about.,neutral,Parks and Recreation
1309,Okay  let's see.,neutral,Parks and Recreation
1310,I'm gonna distract everybody,neutral,Parks and Recreation
1311,Is there a cheap wayto repair that?,neutral,Parks and Recreation
1312,How will peopleever respect me?,neutral,Parks and Recreation
1313,Meeting in one hour.,neutral,Parks and Recreation
1314,of the Swedishconcept of j?mst?lldhet,neutral,Parks and Recreation
1315,Look  a clock.We don't have that in America.,neutral,Parks and Recreation
1316,So two weeksbefore I married Gayle,neutral,Parks and Recreation
1317,knew he was lazy,neutral,Parks and Recreation
1318,if you have to.,neutral,Parks and Recreation
1319,Hey  babe. I got to go to Washing ton.Can you pick up the kids?,neutral,Parks and Recreation
1320,What did I do wrong now?,neutral,Parks and Recreation
1321,"Yeah. Bye.Is the coast clear?",neutral,Parks and Recreation
1322,just treat him and release him,neutral,Parks and Recreation
1323,Okay  what are you doing?,neutral,Parks and Recreation
1324,Attack  yearning  thickening itch  coma  sideboob.,neutral,Parks and Recreation
1325,Of course. I'm sorry.,neutral,Parks and Recreation
1326,a very weird,neutral,Parks and Recreation
1327,your replacement.,neutral,Parks and Recreation
1328,- Okay...,neutral,Parks and Recreation
1329,Lavender.Toasted marshmallow.,neutral,Parks and Recreation
1330,Rent-A-Swag is gonnadonate five cents,neutral,Parks and Recreation
1331,Craig Middlebrooks. Samantha in theboardroom  Miranda in the bedroom.,neutral,Parks and Recreation
1332,but not so nice that it shames him.,neutral,Parks and Recreation
1333,Or else I'll fire you.,neutral,Parks and Recreation
1334,And I don't want to buy,neutral,Parks and Recreation
1335,And soon  it'll have to.,neutral,Parks and Recreation
1336,Make all the ruckus you want.,neutral,Parks and Recreation
1337,would call me by my real name.,neutral,Parks and Recreation
1338,So  anyway,neutral,Parks and Recreation
1339,See  he's acting allloosey-goosey  but,neutral,Parks and Recreation
1340,and then we have lasso training,neutral,Parks and Recreation
1341,Oh  my God.,neutral,Parks and Recreation
1342,He's just beinga good neighbor.,neutral,Parks and Recreation
1343,So between moneyand Leslie...,neutral,Parks and Recreation
1344,And ajar of acid.,neutral,Parks and Recreation
1345,but thank you.,neutral,Parks and Recreation
1346,No! Not my style.,neutral,Parks and Recreation
1347,- It's just--,neutral,Parks and Recreation
1348,Ron. What areyou doing here?,neutral,Parks and Recreation
1349,- Yeah. Let's do it.,neutral,Parks and Recreation
1350,Oh  16.Perfect  lots of choices.,neutral,Parks and Recreation
1351,I'll find you a bottleor something.,neutral,Parks and Recreation
1352,You know  people hear about akiller party at Knope's house,neutral,Parks and Recreation
1353,How did you find out?,neutral,Parks and Recreation
1354,And you want to kill people with machetes.,neutral,Parks and Recreation
1355,But did you though?,neutral,Parks and Recreation
1356,Oh  my God!,neutral,Parks and Recreation
1357,Screw that. You should apologizefor apologizing to that guy.,neutral,Parks and Recreation
1358,Presentation over.Jamm out.,neutral,Parks and Recreation
1359,I passed up a gay,neutral,Parks and Recreation
1360,This looks like,neutral,Parks and Recreation
1361,Well  it hasn't gone,neutral,Parks and Recreation
1362,Enjoy the factthat your royal overlords,neutral,Parks and Recreation
1363,you son of a bitch.,sexist,Parks and Recreation
1364,is five years in the making.,neutral,Parks and Recreation
1365,to officially break ground,neutral,Parks and Recreation
1366,I'm sorry Chris was,neutral,Parks and Recreation
1367,I'll handle this.,neutral,Parks and Recreation
1368,Yes  I misrememberedsome things.,neutral,Parks and Recreation
1369,I've never been more boredin my entire life.,neutral,Parks and Recreation
1370,He'll go.,neutral,Parks and Recreation
1371,- Oh!- Oh  my God. This is Larry.,neutral,Parks and Recreation
1372,What were you thinking about?,neutral,Parks and Recreation
1373,But I'm hereto remind you,neutral,Parks and Recreation
1374,The cologne guy?,neutral,Parks and Recreation
1375,your friends can't,neutral,Parks and Recreation
1376,one can surmisethat this is a link to an image.,neutral,Parks and Recreation
1377,I promise you  hon,neutral,Parks and Recreation
1378,6:00.,neutral,Parks and Recreation
1379,Shine  shine  shine your shoes.,neutral,Parks and Recreation
1380,If you see Ron Swanson can you give him this message?,neutral,Parks and Recreation
1381,- What's that?,neutral,Parks and Recreation
1382,Please be April. April?,neutral,Parks and Recreation
1383,I know. It's kindof the point.,neutral,Parks and Recreation
1384,feel free to shoot me an email.,neutral,Parks and Recreation
1385,Aw  Jean-Ralphio.,neutral,Parks and Recreation
1386,Ow.,neutral,Parks and Recreation
1387,We got a tip about some foodentering the country illegally.,neutral,Parks and Recreation
1388,♪ LA LA LA LA LA LA,neutral,Parks and Recreation
1389,due to a health code violation?,neutral,Parks and Recreation
1390,Okay.,neutral,Parks and Recreation
1391,Thank you.,neutral,Parks and Recreation
1392,who doesn't knowhow to cook.,neutral,Parks and Recreation
1393,I propose that we take all the moneywe made from the Harvest Festival,neutral,Parks and Recreation
1394,Hmm. Well  it definitely saidRon Swanson in the letter.,neutral,Parks and Recreation
1395,a covenant with the city.,neutral,Parks and Recreation
1396,This award is the only oneI'd ever give a damn about.,neutral,Parks and Recreation
1397,Rufus was bitten by a possum?,neutral,Parks and Recreation
1398,Well  if the customertruly wants a smaller size,neutral,Parks and Recreation
1399,till my internship is over,neutral,Parks and Recreation
1400,Buy more stocks. Now.,neutral,Parks and Recreation
1401,grandfather was.,neutral,Parks and Recreation
1402,...at this wrinkled hideous monster.,neutral,Parks and Recreation
1403,I need everyone's fullattention during this--,neutral,Parks and Recreation
1404,kid against his will.,neutral,Parks and Recreation
1405,I don't think theyreally got the assignment.,neutral,Parks and Recreation
1406,but she's avoiding me.,neutral,Parks and Recreation
1407,Well  that'sanother way to play it.,neutral,Parks and Recreation
1408,Yes!,neutral,Parks and Recreation
1409,I should hate him.He broke up with me.,neutral,Parks and Recreation
1410,Ben's parents are insane,neutral,Parks and Recreation
1411,than an old man'spublic memorial?,neutral,Parks and Recreation
1412,Shh.,neutral,Parks and Recreation
1413,- Who's that  Michelle Wie?- It's not sexual.,sexist,Parks and Recreation
1414,'Cause there are some weirdpeople that live around here.,neutral,Parks and Recreation
1415,Hello  most excellentrepresentatives,neutral,Parks and Recreation
1416,There's not.,neutral,Parks and Recreation
1417,and the feared bountyhunter pulls himself,neutral,Parks and Recreation
1418,Everybody has something they're passionate about.,neutral,Parks and Recreation
1419,Yeah  he doesn'thave any new emails.,neutral,Parks and Recreation
1420,doesn't go for the money steals all her birth control pills,neutral,Parks and Recreation
1421,and then I could watch youmake some prank phone calls?,neutral,Parks and Recreation
1422,But it does look,neutral,Parks and Recreation
1423,we've been on four dates,neutral,Parks and Recreation
1424,Okay. I talkedNewport's people,neutral,Parks and Recreation
1425,be involved in someth...,neutral,Parks and Recreation
1426,- Okay. Well--- Leslie?,neutral,Parks and Recreation
1427,if he planted ficusesin your backyard.,neutral,Parks and Recreation
1428,Perfect.,neutral,Parks and Recreation
1429,about my campaignin the office,neutral,Parks and Recreation
1430,Of course you can  baby.,neutral,Parks and Recreation
1431,- I'm a princess.- I'm a mermaid.,neutral,Parks and Recreation
1432,But I think we both knowyou skirted a line here.,neutral,Parks and Recreation
1433,Ben Wyatt has done,neutral,Parks and Recreation
1434,You're so sexy when you talkabout percentages.,sexist,Parks and Recreation
1435,in southern Indiana that wethought a piece of Johnny Karate,neutral,Parks and Recreation
1436,Ooh  you know what?,neutral,Parks and Recreation
1437,Andy. Andy.We need to talk.,neutral,Parks and Recreation
1438,"Leslie Knope is stepping upat these hearings
and taking a bullet for me.",neutral,Parks and Recreation
1439,- Ron!- Ron!,neutral,Parks and Recreation
1440,You getting weird already?Nope. I'm good.,neutral,Parks and Recreation
1441,I want to try.,neutral,Parks and Recreation
1442,You're weird.,neutral,Parks and Recreation
1443,I know.,neutral,Parks and Recreation
1444,t ofu.Ralph Nader.,neutral,Parks and Recreation
1445,but then I let you doall the work.,neutral,Parks and Recreation
1446,I nearly fainted.,neutral,Parks and Recreation
1447,So  Leslie  this song,neutral,Parks and Recreation
1448,That's enough fortoday  I think.,neutral,Parks and Recreation
1449,- Mm.- They were yours.,neutral,Parks and Recreation
1450,You're surrendering to the earth mother.,neutral,Parks and Recreation
1451,- Think fast.- Oh!,neutral,Parks and Recreation
1452,Oh! Wisdom! Finally.,neutral,Parks and Recreation
1453,Because with everythingshe's done for me,neutral,Parks and Recreation
1454,Here  let me get this.,neutral,Parks and Recreation
1455,Tom  what do we have?,neutral,Parks and Recreation
1456,What's the emergency?,neutral,Parks and Recreation
1457,All right  I'mgonna have to force this.,neutral,Parks and Recreation
1458,If you do everything,neutral,Parks and Recreation
1459,You know thatI'm kind of with Mark now.,neutral,Parks and Recreation
1460,They vote with their guts.,neutral,Parks and Recreation
1461,Why are we doing this?,neutral,Parks and Recreation
1462,That won't be necessary.,neutral,Parks and Recreation
1463,and strong sexual overtones.,sexist,Parks and Recreation
1464,- Congratulations.- Thanks.,neutral,Parks and Recreation
1465,"You know  again  the term ""rock ""I think  defines it.",neutral,Parks and Recreation
1466,You want any?,neutral,Parks and Recreation
1467,Jerry accidentally forwardshis bank statement to everyone.,neutral,Parks and Recreation
1468,Sometimes it's really hardto be friends with you.,neutral,Parks and Recreation
1469,Hey  Ron.,neutral,Parks and Recreation
1470,Here you go. Here's your Scotch  Ron.There we go  Ron.,neutral,Parks and Recreation
1471,like  totallyfreaked me out.,neutral,Parks and Recreation
1472,No. Absolutely not.,neutral,Parks and Recreation
1473,I go by Theodore!,neutral,Parks and Recreation
1474,- Okay  I'll get you one.,neutral,Parks and Recreation
1475,Wow!,neutral,Parks and Recreation
1476,No sullying allowed!,neutral,Parks and Recreation
1477,You get an assistant now?,neutral,Parks and Recreation
1478,He's a gentlemanI met canvassing.,neutral,Parks and Recreation
1479,You like Star Trek.,neutral,Parks and Recreation
1480,Are you tipping me?,neutral,Parks and Recreation
1481,Naw.,neutral,Parks and Recreation
1482,Oh  I don't know.,neutral,Parks and Recreation
1483,Can I get a shot of you guys?,neutral,Parks and Recreation
1484,Thank you.Okay.,neutral,Parks and Recreation
1485,- Yeah.,neutral,Parks and Recreation
1486,Why don't you startwork on that right away?,neutral,Parks and Recreation
1487,That is free.,neutral,Parks and Recreation
1488,Water the plants  get the mail--,neutral,Parks and Recreation
1489,you give me another shot,neutral,Parks and Recreation
1490,the shirts.,neutral,Parks and Recreation
1491,Why are you doing this to us?,neutral,Parks and Recreation
1492,Saturday at the firm with Ben.,neutral,Parks and Recreation
1493,three big-ass diamonds,neutral,Parks and Recreation
1494,Oh  my God  Larry. Your tunafish sandwich stunk up my suit.,neutral,Parks and Recreation
1495,It's not like I'm some kind ofsex-crazed maniac or something.,sexist,Parks and Recreation
1496,We're gonna set it onfire and watch it burn.,neutral,Parks and Recreation
1497,Why don't you justPhotoshop that out?,neutral,Parks and Recreation
1498,the centaur goddess  Dyaphena,neutral,Parks and Recreation
1499,We have tosolve this problem.,neutral,Parks and Recreation
1500,Oh  no  thanks  Chris.,neutral,Parks and Recreation
1501,"I don't know whatyou mean by ""good.""",neutral,Parks and Recreation
1502,Garry's wedding ring  Tom'swatch  Kyle's car keys...,neutral,Parks and Recreation
1503,I'd say my coaching style iscentered around fundamentals,neutral,Parks and Recreation
1504,and he's betterthan Judy Garland.,neutral,Parks and Recreation
1505,It's like I'm lying on a cloud.,neutral,Parks and Recreation
1506,Hmm.,neutral,Parks and Recreation
1507,Do you meet Tom Hanks and Elena Kaganin the Statue of Liberty's crown?,neutral,Parks and Recreation
1508,Okay. This is insane.,neutral,Parks and Recreation
1509,Oh  well  well  well.,neutral,Parks and Recreation
1510,Does your wife knowthat you like your wife?,neutral,Parks and Recreation
1511,I'll take the West Wing.You take the East Wing.,neutral,Parks and Recreation
1512,three annual cleanings,neutral,Parks and Recreation
1513,I awesome sauce Andy.,neutral,Parks and Recreation
1514,in this country.,neutral,Parks and Recreation
1515,I took it home and I spaced. I forgot.I'm going to bring it back.,neutral,Parks and Recreation
1516,come here on Friday.,neutral,Parks and Recreation
1517,Come on  girls.,neutral,Parks and Recreation
1518,that I'm not very proud of.But I like you.,neutral,Parks and Recreation
1519,I think we'd allappreciate it if you wouldjust let me have,neutral,Parks and Recreation
1520,Just get out thereand spin  man.,neutral,Parks and Recreation
1521,Ah  so you forgotto put the safety on.,neutral,Parks and Recreation
1522,who has been looking at youand give him your number,neutral,Parks and Recreation
1523,because he volunteered tohelp us with our karate moves.,neutral,Parks and Recreation
1524,I have a request.,neutral,Parks and Recreation
1525,That son of a bitch is astute.,sexist,Parks and Recreation
1526,I have been having so much funjust dating a bunch of people.,neutral,Parks and Recreation
1527,I mean  this is fun.,neutral,Parks and Recreation
1528,Uh...,neutral,Parks and Recreation
1529,Yeah  maybe fake boobsrun in his family.,sexist,Parks and Recreation
1530,Are you dookin' onmy chest right now?,neutral,Parks and Recreation
1531,I would give myselfa merit badge that says,neutral,Parks and Recreation
1532,William. Elizabeth.,neutral,Parks and Recreation
1533,- Oh  my God.,neutral,Parks and Recreation
1534,camp David?,neutral,Parks and Recreation
1535,So what's the next move?,neutral,Parks and Recreation
1536,where kids go to smash,neutral,Parks and Recreation
1537,That it was actually a goose.,neutral,Parks and Recreation
1538,but  Ann  please open the sealedenvelope that's in your binder.,neutral,Parks and Recreation
1539,I love you  buddy.,neutral,Parks and Recreation
1540,Dawn is nigh!,neutral,Parks and Recreation
1541,So I can have fun with him,neutral,Parks and Recreation
1542,Quite sure. Thank you.,neutral,Parks and Recreation
1543,Well  the good news isyour poll was a big hit.,neutral,Parks and Recreation
1544,The problem is the trust still has claim,neutral,Parks and Recreation
1545,and they cling,neutral,Parks and Recreation
1546,God  that moviereally was amazing.,neutral,Parks and Recreation
1547,Their mayor is a professionalWolverine Wrangler.,neutral,Parks and Recreation
1548,I had a good run here.,neutral,Parks and Recreation
1549,who cares more about this job.,neutral,Parks and Recreation
1550,Ah. Andy  all of thosethings  including me,neutral,Parks and Recreation
1551,I've got to get out of here!,neutral,Parks and Recreation
1552,Well  we did everything  Ron.We got new signs.,neutral,Parks and Recreation
1553,on the adventure,neutral,Parks and Recreation
1554,Even telemarketers avoid her.,neutral,Parks and Recreation
1555,There's no cursingin the Constitution.,neutral,Parks and Recreation
1556,I panic,neutral,Parks and Recreation
1557,It's like door number twoon Let's Make a Deal.,neutral,Parks and Recreation
1558,Yeah.And.,neutral,Parks and Recreation
1559,in this governmentin 100 years.,neutral,Parks and Recreation
1560,Okay  this is you.,neutral,Parks and Recreation
1561,No. But would he have? Yes.,neutral,Parks and Recreation
1562,I'm sorry about this  but I,neutral,Parks and Recreation
1563,I don't know if we couldput that in a public park.,neutral,Parks and Recreation
1564,There is no wayTammy's getting in here.,neutral,Parks and Recreation
1565,And you never told us,neutral,Parks and Recreation
1566,No more smoochingin Ann's office.,neutral,Parks and Recreation
1567,This Snakejuiceis basically rat poison.,neutral,Parks and Recreation
1568,Yes  but Wendywas born in Ottawa  Canada.,neutral,Parks and Recreation
1569,Did you bring any wolverines?,neutral,Parks and Recreation
1570,I will be waving,neutral,Parks and Recreation
1571,It's not aboutthe game anymore.,neutral,Parks and Recreation
1572,We're like the newversion of iTunes  baby.,neutral,Parks and Recreation
1573,ID.,neutral,Parks and Recreation
1574,I gotta run.,neutral,Parks and Recreation
1575,Yeah  well  he cried himself to sleep.I don't know why you're pushing.,neutral,Parks and Recreation
1576,I don't want to make it weird.,neutral,Parks and Recreation
1577,- And lunge.,neutral,Parks and Recreation
1578,- And I love you like a sister.- Ew.,neutral,Parks and Recreation
1579,We tell him we had,neutral,Parks and Recreation
1580,"Ew  gross it has ""buttons.""",neutral,Parks and Recreation
1581,This sounds good.Yeah.,neutral,Parks and Recreation
1582,and you have blonde hair.You're my worst nightmare.,neutral,Parks and Recreation
1583,More like,neutral,Parks and Recreation
1584,It's okay  I guess.,neutral,Parks and Recreation
1585,Hey! You're supposedto be my lookout.,neutral,Parks and Recreation
1586,raining complimentson you  huh?,neutral,Parks and Recreation
1587,And together  we canmake a difference.,neutral,Parks and Recreation
1588,I haven't donethis trick in a while,neutral,Parks and Recreation
1589,Ben.,neutral,Parks and Recreation
1590,Leslie and I,neutral,Parks and Recreation
1591,She didn't even say thank you.,neutral,Parks and Recreation
1592,butler of honor at her wedding.,neutral,Parks and Recreation
1593,Mis...Wahs.,neutral,Parks and Recreation
1594,I think we need to hearfrom the unnamed employee,neutral,Parks and Recreation
1595,I have one question. Why?,neutral,Parks and Recreation
1596,Should I call animal control again?,neutral,Parks and Recreation
1597,knowledge of herstory,neutral,Parks and Recreation
1598,to the ocean hex,neutral,Parks and Recreation
1599,enjoy the memories.,neutral,Parks and Recreation
1600,Oh  God.,neutral,Parks and Recreation
1601,with benefits.,neutral,Parks and Recreation
1602,I know what to do here.,neutral,Parks and Recreation
1603,what you did up there.,neutral,Parks and Recreation
1604,- I'm sorry too  Benny.- Sorry. Whatever.,neutral,Parks and Recreation
1605,Well  frankly  Perd it's not that big a deal,neutral,Parks and Recreation
1606,I mean  kids love it adults love it  Jamm loves it.,neutral,Parks and Recreation
1607,You can't hackinto a typewriter.,neutral,Parks and Recreation
1608,Okay  I thinkwe're done here.,neutral,Parks and Recreation
1609,So  your arrangement with Wendy it really was completely platonic?,neutral,Parks and Recreation
1610,on the new font project.,neutral,Parks and Recreation
1611,that you've had sex with a married councilman.,neutral,Parks and Recreation
1612,Milton? He's  like  150 years old.,neutral,Parks and Recreation
1613,- Hey  what's 25 divided by 2 plus 7?,neutral,Parks and Recreation
1614,What a hilarious word.,neutral,Parks and Recreation
1615,If we don't get the policefor the harvest festival,neutral,Parks and Recreation
1616,I should've had animal controlkill you.,neutral,Parks and Recreation
1617,- No.- As Donna's Butler of Honor,neutral,Parks and Recreation
1618,I'm gonna say thisone last time  Wyatt.,neutral,Parks and Recreation
1619,ever going to be alltogether again?,neutral,Parks and Recreation
1620,half horse  with what,neutral,Parks and Recreation
1621,- Oh  God.,neutral,Parks and Recreation
1622,Aw  you like your wife?That's a bummer.,neutral,Parks and Recreation
1623,of your personal hero.,neutral,Parks and Recreation
1624,of course  I break my leg.,neutral,Parks and Recreation
1625,Halloween is my favorite,neutral,Parks and Recreation
1626,It is not easy.,neutral,Parks and Recreation
1627,Well  you didalready talk  ma'am.,neutral,Parks and Recreation
1628,to people who dothings like that.,neutral,Parks and Recreation
1629,April  you finalizedthe rental  right?,neutral,Parks and Recreation
1630,Douche nation.,neutral,Parks and Recreation
1631,Professor comes up to me,neutral,Parks and Recreation
1632,You know  say what youwant about Pawneeans,neutral,Parks and Recreation
1633,♪ ♪,neutral,Parks and Recreation
1634,out your old jazz sweatshirt,neutral,Parks and Recreation
1635,is a little iffy...,neutral,Parks and Recreation
1636,Be mature  direct and firm.,neutral,Parks and Recreation
1637,Help! This slutty nurseis trying to,sexist,Parks and Recreation
1638,choose between these two ties...,neutral,Parks and Recreation
1639,Hey.,neutral,Parks and Recreation
1640,Call it an officialpeace offering  I suppose.,neutral,Parks and Recreation
1641,Boom!,neutral,Parks and Recreation
1642,Let's go.,neutral,Parks and Recreation
1643,isn't a man.,neutral,Parks and Recreation
1644,- Hey  you passed the test.- ,neutral,Parks and Recreation
1645,Just go look after Ron.,neutral,Parks and Recreation
1646,You're gonna be moreaccessible than ever.,neutral,Parks and Recreation
1647,but he turned out tobe a computer program,neutral,Parks and Recreation
1648,See? It's working.,neutral,Parks and Recreation
1649,This must be hard for you.,neutral,Parks and Recreation
1650,But no matter what,neutral,Parks and Recreation
1651,In here. This lady's here.,neutral,Parks and Recreation
1652,It's not the most glamorousjob in the world,neutral,Parks and Recreation
1653,So  how much wouldthat be per person?,neutral,Parks and Recreation
1654,at the stables.,neutral,Parks and Recreation
1655,Today  we say goodbyeto Jean-Ralphio Saperstein.,neutral,Parks and Recreation
1656,then what's the pointin doing it at all?,neutral,Parks and Recreation
1657,"for three days now.""",neutral,Parks and Recreation
1658,Don't worry about it  Donna.,neutral,Parks and Recreation
1659,This question is aboutPawnee's park system.,neutral,Parks and Recreation
1660,You are  like  the saxophone playerfor the California-raisins-good.,neutral,Parks and Recreation
1661,- Well  thank you.,neutral,Parks and Recreation
1662,I know this...,neutral,Parks and Recreation
